"","group1","group2","statistic","p.value","alternative","distribution","p.adjust.method","test","expression","variable","p.value.sig"
"389","batch_Bas-Bellver_et_al_2020","single_stage_Xu_et_al_ 2019",2.4128490431129,0.823075434194666,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.82"")","Shannon","n.s."
"390","batch_Elmen_et_al_2020","ARCOL_Leclerc_et_al_2021",4.71955287987857,0.000217454510238681,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.17e-04"")","Shannon","***"
"391","batch_Elmen_et_al_2020","Infors_Reese_et_al_2018",1.07600984961751,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"392","batch_Elmen_et_al_2020","M-ARCOL_Deschamps_et_al_2020",1.39307590735757,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"393","batch_Elmen_et_al_2020","M-SHIME_Abbeele_2021",3.36393314679968,0.049177698582631,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.05"")","Shannon","*"
"394","batch_Elmen_et_al_2020","M-SHIME_Chassaing_et_al_2017",0.661397917069453,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"395","batch_Elmen_et_al_2020","PolyFermS_Pham_et_al_2019",6.32563496370116,0.00000002774127029222,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.77e-08"")","Shannon","***"
"396","batch_Elmen_et_al_2020","SHIME_Firrman_et_al_2021",8.39437628790274,5.90151090092295e-15,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.90e-15"")","Shannon","***"
"397","batch_Elmen_et_al_2020","SHIME_Liu_et_al_2022",4.62956816569423,0.000329786180800063,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.30e-04"")","Shannon","***"
"398","batch_Elmen_et_al_2020","SHIME_Ma_et_al_2022",3.44774851854888,0.0367432063077183,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.04"")","Shannon","*"
"399","batch_Elmen_et_al_2020","SIMGI_Zorraquin_et_al_2021",1.29604865703021,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"400","batch_Elmen_et_al_2020","TIM-2_Larsen_et_al_2019",1.90832331692837,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"401","batch_Elmen_et_al_2020","TIM-2_Vieira_et_al_2021",2.64416512836449,0.458599086940541,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.46"")","Shannon","n.s."
"402","batch_Elmen_et_al_2020","batch_Kim_et_al_2022",12.1795106815522,5.75528389071034e-32,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.76e-32"")","Shannon","***"
"403","batch_Elmen_et_al_2020","batch_Kleigrewe_et_al_2022",0.430905645803899,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"404","batch_Elmen_et_al_2020","batch_Korth_et_al_2022",9.78819189379263,1.67030663572899e-20,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.67e-20"")","Shannon","***"
"405","batch_Elmen_et_al_2020","single_stage_Xu_et_al_ 2019",4.18598912178148,0.00232820096104097,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.33e-03"")","Shannon","**"
"406","batch_Kim_et_al_2022","ARCOL_Leclerc_et_al_2021",15.0981092858459,2.51631805750314e-49,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.52e-49"")","Shannon","***"
"407","batch_Kim_et_al_2022","Infors_Reese_et_al_2018",10.1769155322108,3.39395514293995e-22,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.39e-22"")","Shannon","***"
"408","batch_Kim_et_al_2022","M-ARCOL_Deschamps_et_al_2020",11.2769367503028,2.37110142732231e-27,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.37e-27"")","Shannon","***"
"409","batch_Kim_et_al_2022","M-SHIME_Abbeele_2021",15.7022809068671,2.21768712617602e-53,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.22e-53"")","Shannon","***"
"410","batch_Kim_et_al_2022","M-SHIME_Chassaing_et_al_2017",13.6895901412202,1.73409065971036e-40,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.73e-40"")","Shannon","***"
"411","batch_Kim_et_al_2022","PolyFermS_Pham_et_al_2019",4.81806817675937,0.00013480800509621,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.35e-04"")","Shannon","***"
"412","batch_Kim_et_al_2022","SHIME_Firrman_et_al_2021",1.43500362596122,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"413","batch_Kim_et_al_2022","SHIME_Liu_et_al_2022",2.58462603022182,0.516668747655347,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.52"")","Shannon","n.s."
"414","batch_Kim_et_al_2022","SHIME_Ma_et_al_2022",13.6581770127915,2.63449190453351e-40,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.63e-40"")","Shannon","***"
"415","batch_Kim_et_al_2022","SIMGI_Zorraquin_et_al_2021",1.7509457904161,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"416","batch_Kim_et_al_2022","TIM-2_Larsen_et_al_2019",16.1420926344171,1.97506738803143e-56,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.98e-56"")","Shannon","***"
"417","batch_Kim_et_al_2022","TIM-2_Vieira_et_al_2021",13.6671440002682,2.34516071418662e-40,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.35e-40"")","Shannon","***"
"418","batch_Kim_et_al_2022","batch_Kleigrewe_et_al_2022",7.90416632302141,3.31771195032672e-13,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.32e-13"")","Shannon","***"
"419","batch_Kim_et_al_2022","batch_Korth_et_al_2022",5.5081769645369,0.00000362568831461105,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.63e-06"")","Shannon","***"
"420","batch_Kim_et_al_2022","single_stage_Xu_et_al_ 2019",7.3357073324465,2.6025314587669e-11,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.60e-11"")","Shannon","***"
"421","batch_Kleigrewe_et_al_2022","ARCOL_Leclerc_et_al_2021",4.03344682702335,0.00428724055504769,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.29e-03"")","Shannon","**"
"422","batch_Kleigrewe_et_al_2022","Infors_Reese_et_al_2018",0.376716098305053,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"423","batch_Kleigrewe_et_al_2022","M-ARCOL_Deschamps_et_al_2020",0.538271384962728,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"424","batch_Kleigrewe_et_al_2022","M-SHIME_Abbeele_2021",2.85267832936455,0.251444386329512,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.25"")","Shannon","n.s."
"425","batch_Kleigrewe_et_al_2022","M-SHIME_Chassaing_et_al_2017",0.0191046950434299,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"426","batch_Kleigrewe_et_al_2022","PolyFermS_Pham_et_al_2019",4.19075999580319,0.0023075795061985,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.31e-03"")","Shannon","**"
"427","batch_Kleigrewe_et_al_2022","SHIME_Firrman_et_al_2021",6.00147691194921,0.000000207262594261379,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.07e-07"")","Shannon","***"
"428","batch_Kleigrewe_et_al_2022","SHIME_Liu_et_al_2022",3.6070042493873,0.0216826812717523,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.02"")","Shannon","*"
"429","batch_Kleigrewe_et_al_2022","SHIME_Ma_et_al_2022",3.058788958038,0.138882925633967,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.14"")","Shannon","n.s."
"430","batch_Kleigrewe_et_al_2022","SIMGI_Zorraquin_et_al_2021",1.09486247395659,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"431","batch_Kleigrewe_et_al_2022","TIM-2_Larsen_et_al_2019",1.74585157461568,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"432","batch_Kleigrewe_et_al_2022","TIM-2_Vieira_et_al_2021",2.39415704745698,0.849589325750505,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.85"")","Shannon","n.s."
"433","batch_Kleigrewe_et_al_2022","batch_Korth_et_al_2022",5.59390264004472,0.00000226461916631542,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.26e-06"")","Shannon","***"
"434","batch_Kleigrewe_et_al_2022","single_stage_Xu_et_al_ 2019",2.60516019046707,0.505072228476154,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.51"")","Shannon","n.s."
"435","batch_Korth_et_al_2022","ARCOL_Leclerc_et_al_2021",13.231818158196,8.33458186530471e-38,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.33e-38"")","Shannon","***"
"436","batch_Korth_et_al_2022","Infors_Reese_et_al_2018",7.52472277248903,6.39270852258063e-12,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""6.39e-12"")","Shannon","***"
"437","batch_Korth_et_al_2022","M-ARCOL_Deschamps_et_al_2020",8.66424521019474,5.77232981277223e-16,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.77e-16"")","Shannon","***"
"438","batch_Korth_et_al_2022","M-SHIME_Abbeele_2021",13.9669340923665,3.69636560735307e-42,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.70e-42"")","Shannon","***"
"439","batch_Korth_et_al_2022","M-SHIME_Chassaing_et_al_2017",11.7466870925903,1.05022093153647e-29,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.05e-29"")","Shannon","***"
"440","batch_Korth_et_al_2022","PolyFermS_Pham_et_al_2019",1.20364431952188,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"441","batch_Korth_et_al_2022","SHIME_Firrman_et_al_2021",2.18636385892107,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"442","batch_Korth_et_al_2022","SHIME_Liu_et_al_2022",0.203048977893929,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"443","batch_Korth_et_al_2022","SHIME_Ma_et_al_2022",11.6271842324151,4.2275344256858e-29,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.23e-29"")","Shannon","***"
"444","batch_Korth_et_al_2022","SIMGI_Zorraquin_et_al_2021",0.766815285502886,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"445","batch_Korth_et_al_2022","TIM-2_Larsen_et_al_2019",14.8257820058364,1.49716105628288e-47,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.50e-47"")","Shannon","***"
"446","batch_Korth_et_al_2022","TIM-2_Vieira_et_al_2021",11.5858081646295,6.80900837815287e-29,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""6.81e-29"")","Shannon","***"
"447","batch_Korth_et_al_2022","single_stage_Xu_et_al_ 2019",4.0979800678949,0.00329249215595821,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.29e-03"")","Shannon","**"
"448","single_stage_Xu_et_al_ 2019","ARCOL_Leclerc_et_al_2021",8.22533615849781,2.41358773134521e-14,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.41e-14"")","Shannon","***"
"449","single_stage_Xu_et_al_ 2019","Infors_Reese_et_al_2018",2.89188216113508,0.225935513001281,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.23"")","Shannon","n.s."
"450","single_stage_Xu_et_al_ 2019","M-ARCOL_Deschamps_et_al_2020",2.99554557331849,0.167112160037118,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.17"")","Shannon","n.s."
"451","single_stage_Xu_et_al_ 2019","M-SHIME_Abbeele_2021",7.44363438415588,1.16563309132811e-11,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.17e-11"")","Shannon","***"
"452","single_stage_Xu_et_al_ 2019","M-SHIME_Chassaing_et_al_2017",4.13280700245327,0.00286687701737834,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.87e-03"")","Shannon","**"
"453","single_stage_Xu_et_al_ 2019","PolyFermS_Pham_et_al_2019",2.16070231932838,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"454","single_stage_Xu_et_al_ 2019","SHIME_Firrman_et_al_2021",4.59286770828321,0.000389104645063472,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.89e-04"")","Shannon","***"
"455","single_stage_Xu_et_al_ 2019","SHIME_Liu_et_al_2022",1.88413715196899,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"456","single_stage_Xu_et_al_ 2019","SHIME_Ma_et_al_2022",6.94742268337845,0.000000000431542997781219,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.32e-10"")","Shannon","***"
"457","single_stage_Xu_et_al_ 2019","SIMGI_Zorraquin_et_al_2021",0.133068706245354,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","Shannon","n.s."
"458","single_stage_Xu_et_al_ 2019","TIM-2_Larsen_et_al_2019",6.52970265753337,0.00000000738084347197039,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.38e-09"")","Shannon","***"
"459","single_stage_Xu_et_al_ 2019","TIM-2_Vieira_et_al_2021",6.40042852656678,0.0000000171985029962682,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.72e-08"")","Shannon","***"
"460","ARCOL_Leclerc_et_al_2021","M-ARCOL_Deschamps_et_al_2020",4.67478730483752,0.000291315842266204,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.91e-04"")","InvSimpson","***"
"461","Infors_Reese_et_al_2018","ARCOL_Leclerc_et_al_2021",4.28592957948976,0.00169238266665948,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.69e-03"")","InvSimpson","**"
"462","Infors_Reese_et_al_2018","M-ARCOL_Deschamps_et_al_2020",0.064212548074756,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"463","Infors_Reese_et_al_2018","PolyFermS_Pham_et_al_2019",5.16642676339987,0.0000252928333624923,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.53e-05"")","InvSimpson","***"
"464","M-SHIME_Abbeele_2021","ARCOL_Leclerc_et_al_2021",1.37954826368334,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"465","M-SHIME_Abbeele_2021","Infors_Reese_et_al_2018",3.39577547452961,0.0533788874616095,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.05"")","InvSimpson","n.s."
"466","M-SHIME_Abbeele_2021","M-ARCOL_Deschamps_et_al_2020",3.82353122502912,0.0107874216689893,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.01"")","InvSimpson","*"
"467","M-SHIME_Abbeele_2021","M-SHIME_Chassaing_et_al_2017",4.25050300459713,0.00194094786708314,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.94e-03"")","InvSimpson","**"
"468","M-SHIME_Abbeele_2021","PolyFermS_Pham_et_al_2019",8.8987581174163,7.3982276752472e-17,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.40e-17"")","InvSimpson","***"
"469","M-SHIME_Abbeele_2021","SIMGI_Zorraquin_et_al_2021",2.21237165422968,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"470","M-SHIME_Abbeele_2021","TIM-2_Larsen_et_al_2019",1.76359556731289,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"471","M-SHIME_Abbeele_2021","TIM-2_Vieira_et_al_2021",1.32947894820881,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"472","M-SHIME_Chassaing_et_al_2017","ARCOL_Leclerc_et_al_2021",5.03403125491129,0.0000494679454664217,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.95e-05"")","InvSimpson","***"
"473","M-SHIME_Chassaing_et_al_2017","Infors_Reese_et_al_2018",0.116527863002068,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"474","M-SHIME_Chassaing_et_al_2017","M-ARCOL_Deschamps_et_al_2020",0.0534730637122853,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"475","M-SHIME_Chassaing_et_al_2017","PolyFermS_Pham_et_al_2019",6.09166263629006,0.000000126270698615259,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.26e-07"")","InvSimpson","***"
"476","M-SHIME_Chassaing_et_al_2017","SIMGI_Zorraquin_et_al_2021",1.20427455376105,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"477","M-SHIME_Chassaing_et_al_2017","TIM-2_Larsen_et_al_2019",2.89898179540372,0.25831987501798,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.26"")","InvSimpson","n.s."
"478","M-SHIME_Chassaing_et_al_2017","TIM-2_Vieira_et_al_2021",2.29046739941118,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"479","PolyFermS_Pham_et_al_2019","ARCOL_Leclerc_et_al_2021",9.05567634386112,1.80512955145381e-17,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.81e-17"")","InvSimpson","***"
"480","PolyFermS_Pham_et_al_2019","M-ARCOL_Deschamps_et_al_2020",5.6198572353474,0.00000208315696698886,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.08e-06"")","InvSimpson","***"
"481","SHIME_Firrman_et_al_2021","ARCOL_Leclerc_et_al_2021",9.84059881041617,1.03860918547639e-20,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.04e-20"")","InvSimpson","***"
"482","SHIME_Firrman_et_al_2021","Infors_Reese_et_al_2018",6.28852353090018,0.0000000368574418461067,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.69e-08"")","InvSimpson","***"
"483","SHIME_Firrman_et_al_2021","M-ARCOL_Deschamps_et_al_2020",6.74345858682326,0.00000000185592088768477,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.86e-09"")","InvSimpson","***"
"484","SHIME_Firrman_et_al_2021","M-SHIME_Abbeele_2021",9.69409055641095,4.37675361382152e-20,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.38e-20"")","InvSimpson","***"
"485","SHIME_Firrman_et_al_2021","M-SHIME_Chassaing_et_al_2017",7.19036564837331,8.07725432914582e-11,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.08e-11"")","InvSimpson","***"
"486","SHIME_Firrman_et_al_2021","PolyFermS_Pham_et_al_2019",1.60084218106241,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"487","SHIME_Firrman_et_al_2021","SHIME_Liu_et_al_2022",0.749611305613591,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"488","SHIME_Firrman_et_al_2021","SHIME_Ma_et_al_2022",9.43462408941324,5.33662272815326e-19,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.34e-19"")","InvSimpson","***"
"489","SHIME_Firrman_et_al_2021","SIMGI_Zorraquin_et_al_2021",0.822135680995952,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"490","SHIME_Firrman_et_al_2021","TIM-2_Larsen_et_al_2019",9.11814042927679,1.03172867645678e-17,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.03e-17"")","InvSimpson","***"
"491","SHIME_Firrman_et_al_2021","TIM-2_Vieira_et_al_2021",7.83677412841958,5.82458311278039e-13,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.82e-13"")","InvSimpson","***"
"492","SHIME_Liu_et_al_2022","ARCOL_Leclerc_et_al_2021",6.87608908308578,0.000000000756372795453747,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.56e-10"")","InvSimpson","***"
"493","SHIME_Liu_et_al_2022","Infors_Reese_et_al_2018",3.92564091766509,0.00735242456626783,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.35e-03"")","InvSimpson","**"
"494","SHIME_Liu_et_al_2022","M-ARCOL_Deschamps_et_al_2020",4.05294653390333,0.00434958453254735,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.35e-03"")","InvSimpson","**"
"495","SHIME_Liu_et_al_2022","M-SHIME_Abbeele_2021",6.32744554970379,0.0000000289133342223019,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.89e-08"")","InvSimpson","***"
"496","SHIME_Liu_et_al_2022","M-SHIME_Chassaing_et_al_2017",4.1685391325044,0.0026670557693889,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.67e-03"")","InvSimpson","**"
"497","SHIME_Liu_et_al_2022","PolyFermS_Pham_et_al_2019",0.402096839536351,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"498","SHIME_Liu_et_al_2022","SHIME_Ma_et_al_2022",6.58218478612307,0.00000000547030190283192,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.47e-09"")","InvSimpson","***"
"499","SHIME_Liu_et_al_2022","SIMGI_Zorraquin_et_al_2021",0.468009546190874,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"500","SHIME_Liu_et_al_2022","TIM-2_Larsen_et_al_2019",5.57349263081536,0.00000269656797119606,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.70e-06"")","InvSimpson","***"
"501","SHIME_Liu_et_al_2022","TIM-2_Vieira_et_al_2021",5.17686720395719,0.0000241437692712677,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.41e-05"")","InvSimpson","***"
"502","SHIME_Ma_et_al_2022","ARCOL_Leclerc_et_al_2021",0.339594963905476,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"503","SHIME_Ma_et_al_2022","Infors_Reese_et_al_2018",3.89013347660576,0.00841588425287117,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.42e-03"")","InvSimpson","**"
"504","SHIME_Ma_et_al_2022","M-ARCOL_Deschamps_et_al_2020",4.24343730041473,0.00198109705204227,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.98e-03"")","InvSimpson","**"
"505","SHIME_Ma_et_al_2022","M-SHIME_Abbeele_2021",0.988846901169595,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"506","SHIME_Ma_et_al_2022","M-SHIME_Chassaing_et_al_2017",4.5680161606246,0.000472667595974536,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.73e-04"")","InvSimpson","***"
"507","SHIME_Ma_et_al_2022","PolyFermS_Pham_et_al_2019",8.6186588009105,8.80657480021969e-16,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.81e-16"")","InvSimpson","***"
"508","SHIME_Ma_et_al_2022","SIMGI_Zorraquin_et_al_2021",2.49812696606896,0.77116280658581,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.77"")","InvSimpson","n.s."
"509","SHIME_Ma_et_al_2022","TIM-2_Larsen_et_al_2019",2.5295688328729,0.719477456215091,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.72"")","InvSimpson","n.s."
"510","SHIME_Ma_et_al_2022","TIM-2_Vieira_et_al_2021",2.08634259650929,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"511","SIMGI_Zorraquin_et_al_2021","ARCOL_Leclerc_et_al_2021",2.62201932046156,0.559427043410811,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.56"")","InvSimpson","n.s."
"512","SIMGI_Zorraquin_et_al_2021","Infors_Reese_et_al_2018",1.2175142658291,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"513","SIMGI_Zorraquin_et_al_2021","M-ARCOL_Deschamps_et_al_2020",1.20904127510513,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"514","SIMGI_Zorraquin_et_al_2021","PolyFermS_Pham_et_al_2019",0.317790909600614,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"515","SIMGI_Zorraquin_et_al_2021","TIM-2_Larsen_et_al_2019",1.79421123174312,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
